Model Combination,R² Score,MAE,MSE,RMSE
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910607248935219,3.9865811782780827,36.07705028826215,6.006417425409439
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910607093340945,3.9865347347173428,36.07711308286687,6.006422652699931
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910606930148986,3.9863267695600997,36.077178943738616,6.0064281352346685
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910603245622298,3.985522990147691,36.078665941879215,6.006551917854304
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.991060322199844,3.9855771502818413,36.078675475975864,6.00655271149566
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910603003780967,3.9857028982271645,36.07876354399762,6.006560042486682
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910573340178824,3.9876341947159903,36.090735155268646,6.007556504542312
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910573152139315,3.9878044652031797,36.09081104409367,6.00756282065312
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910573139550275,3.9877608923783656,36.090816124767635,6.007563243509604
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910573139311729,3.987752666016273,36.090816221040036,6.007563251522204
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910569581186085,3.986946997709904,36.09225220635496,6.007682765122919
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.991056956293339,3.986893786974283,36.092259572761805,6.007683378205097
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910569507119527,3.98705927927933,36.09228209807333,6.007685252913416
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910535974487757,3.986254310738512,36.10581516902413,6.008811460598854
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.991053537394732,3.986482196868961,36.106057534621876,6.00883162808061
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.991053516902298,3.986411491675004,36.10614023781224,6.008838509879612
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910534958892155,3.986149554327712,36.10622504223164,6.008845566515388
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.991052987101126,3.985059138135747,36.108278404867285,6.009016425744506
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910529842724175,3.98511689515135,36.108289820944776,6.009017375656754
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910529547893404,3.9852650934825475,36.10840880849583,6.009027276398055
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910521731578898,3.9871469461925164,36.11156331004268,6.009289750880938
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910505527718905,3.9923436719137437,36.11810285004897,6.009833845461035
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910505059415489,3.9926383959713823,36.118291847542345,6.009849569460316
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910504503200612,3.9926805353573713,36.118516324268185,6.009868245167126
"('Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910502575102117,3.992032994222027,36.119294464615805,6.009932983371429
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910495580472388,3.9913246239996965,36.122117351320476,6.010167830545207
"('Linear_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910495574663074,3.9913540133457848,36.1221196958383,6.010168025591157
"('Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910495406333749,3.9914879197604276,36.12218763004396,6.010173677194691
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910472565151395,3.9938382476143786,36.131405854951666,6.010940513343288
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910472359341053,3.9940514907935474,36.131488915714094,6.010947422471277
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.991047209058626,3.994077126800981,36.13159737954457,6.010956444655424
"('Lasso_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910471086340378,3.9935109001742584,36.132002672241505,6.010990157390171
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910463689389757,3.992730600672763,36.134987927269044,6.011238468674242
"('Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910463647743651,3.992825104251427,36.13500473476861,6.011239866680468
"('Linear_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910463647622236,3.992636402262016,36.13500478376937,6.01123987075623
"('Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910438511399978,3.9904340850977977,36.14514923892554,6.012083602123771
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.991043628793345,3.9918943382158094,36.14604658365188,6.012158230091078
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910435666635261,3.992159801587969,36.146297326645374,6.012179083048456
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910435015295457,3.9921649197951448,36.14656019380842,6.012200944230692
"('Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910432968429574,3.991428021587564,36.14738626619686,6.012269643503763
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910424048005995,3.9905935020592236,36.15098636314287,6.012569031881703
"('Linear_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910424039691187,3.990619995207888,36.150989718825684,6.012569310937354
"('Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910423804334085,3.990755973506485,36.151084704043974,6.01257720981976
"('XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.991041265446014,3.993427602208781,36.155584560668345,6.0129514018216
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910411187759356,3.987813681647843,36.15617649052071,6.0130006228604955
"('XGBoost', 'KNN_Regressor', 'CatBoost', 'LightGBM')",0.9910331861373545,3.9963702423944607,36.18819096569929,6.015662138592832
"('XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'LightGBM')",0.9910304111310745,3.993764010631156,36.19939031239367,6.016592915628717
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910296639973502,3.9912776975459305,36.202405588310434,6.016843490428386
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.991029663464194,3.9912583605153777,36.20240774001764,6.016843669235361
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910296627292969,3.991320187549394,36.20241070590902,6.016843915701073
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910295929640446,3.991672098450611,36.20269226391967,6.0168673131389285
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.991029064158181,3.990419147884932,36.20482641411721,6.017044657813104
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910290632649441,3.9903870000872423,36.20483001903512,6.017044957371943
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910289930344504,3.9901465099356193,36.205113454663085,6.017068510052306
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910205698751313,3.9965706041444453,36.23910756925515,6.019892654296681
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910205679911887,3.9966180623450733,36.23911517245517,6.019893285802928
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.991020567149886,3.9966112512486762,36.23911856777723,6.019893567811414
"('Lasso_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910205659506257,3.996558247476149,36.23912340774155,6.0198939698089
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910193917623287,3.9953184144316634,36.243862186863545,6.020287550180933
"('Ridge_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910193894005039,3.9952621835374806,36.24387171869558,6.02028834182347
"('Linear_Regression', 'XGBoost', 'CatBoost', 'LightGBM')",0.9910193110906131,3.9950011446608285,36.24418776108537,6.020314589876959
"('Random_Forest', 'XGBoost', 'CatBoost', 'LightGBM')",0.99096303060791,4.0034339846422995,36.47132405351875,6.0391492822680535
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909556318675157,4.0044565723651475,36.50118382694546,6.041620960217999
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909555026321493,4.004989773001893,36.50170539393573,6.041664124555066
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909554720207732,4.004540561952113,36.501828935066555,6.041674348644302
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909553457819782,4.0049995294936505,36.50233840851925,6.041716511763792
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909553329980987,4.005099252460862,36.50239000159124,6.041720781498532
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909551679575188,4.0050971041712495,36.503056070957165,6.041775903735355
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909547989155528,4.0033279125499925,36.504545447378106,6.041899158987851
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909546023460742,4.003376159448955,36.50533876080442,6.041964809629763
"('XGBoost', 'CatBoost', 'LightGBM')",0.9909541035815858,4.007865216501205,36.507351670276115,6.042131384724774
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909540494564522,4.002152858949558,36.507570108029185,6.042149460914484
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909540226969735,4.002445530069313,36.50767810370509,6.042158397766902
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909539868590319,4.002604115144266,36.507822738164485,6.042170366529272
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909539818533358,4.0038180157394,36.50784294010992,6.042172038274805
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909539816734764,4.003814441429662,36.50784366598529,6.042172098342226
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909538463907107,4.004437169183561,36.508389639018006,6.042217278368762
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909538463886136,4.004436946614522,36.50838964748137,6.042217279069114
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909538246878048,4.002207204133234,36.50847722742066,6.042224526399252
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909537940876303,4.002495822234012,36.508600723344195,6.042234745799289
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909537552282768,4.0026459483596435,36.508757551591735,6.042247723454554
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.990953677517638,4.004500859215768,36.50907117552566,6.042273675987017
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909536774596065,4.00450239242813,36.509071409728705,6.042273695367391
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909530761374068,4.002717181618379,36.511498220737074,6.042474511384974
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909530755539304,4.002722467188057,36.51150057552623,6.042474706238019
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909523977434449,4.0016747400130575,36.51423607730683,6.042701058078816
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909523936324385,4.0016909892897345,36.51425266847167,6.0427024309055355
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909523649965798,4.001961254208752,36.51436823682587,6.0427119935361695
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909523603922663,4.001970012061013,36.51438681887508,6.042713531094709
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909523308024291,4.002094222562046,36.51450623728819,6.0427234122776285
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909523257330551,4.00210115166396,36.514526696223996,6.042725105134603
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909487956929051,4.003718520718509,36.528773202176524,6.043903804841414
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909482591209207,4.003977094438948,36.53093869481808,6.044082949035204
"('Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909480061608851,4.0033979892291285,36.53195958877393,6.044167402444602
"('Random_Forest', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909478030262215,4.003650100985999,36.53277939791787,6.044235220267149
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909199701602243,4.0179129985053565,36.64510704129949,6.053520218955207
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909198527444124,4.0186578099014225,36.645580907032105,6.053559358512321
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909198091395923,4.01790883933302,36.64575688699344,6.0535738937418975
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909196823586955,4.0187763626847,36.64626854825623,6.053616154684424
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909195405180834,4.0190202775407995,36.64684098738965,6.053663435258823
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909193573092989,4.01919963240477,36.64758037984056,6.053724504785509
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909189556645155,4.008268316095533,36.649201334434515,6.053858384074946
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909189549174382,4.008300813616023,36.64920434948279,6.053858633093673
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909189417305501,4.0083534169654715,36.64925756901339,6.05386302859698
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909187816101304,4.007522662540259,36.64990378163845,6.053916400284898
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909183675210694,4.017627104788828,36.651574958741385,6.054054423173068
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909183674900642,4.017627113370983,36.651575083872096,6.054054433507523
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909182442454034,4.0184074370884835,36.65207247362373,6.05409551242989
"('Lasso_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909182442112212,4.0184077391658395,36.65207261157615,6.054095523823204
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909180066470838,4.0067370388282635,36.65303137089686,6.054174706010462
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909180035151604,4.0066489701732495,36.653044010686955,6.0541757499008035
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.990917973692315,4.006459471119018,36.653164369471895,6.054185690038908
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909179159921295,4.018830565319157,36.65339723538916,6.054204921819971
"('Linear_Regression', 'Lasso_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909179155890399,4.0188304035653974,36.65339886217488,6.054205056171692
"('Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.990917690568868,4.0156994273356466,36.654306996666456,6.054280056015451
"('Lasso_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909174714525384,4.015751071130698,36.65519130448237,6.054353087199521
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909162896590924,4.014474936296865,36.659960776399714,6.054746962210701
"('Linear_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909162829158585,4.014665027709832,36.65998799068539,6.054749209561482
"('Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909162595261813,4.014873309423311,36.66008238654512,6.054757004748012
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909160244888939,4.014453153119781,36.66103094802661,6.054835336161224
"('Linear_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909160155833465,4.014662950911578,36.661066888958935,6.054838304113408
"('Ridge_Regression', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909159891388278,4.014879281874362,36.661173613522074,6.054847117270763
"('Lasso_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909159680586282,4.015336641387932,36.661258688812076,6.054854142653816
"('Lasso_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.990915965528603,4.015332421750363,36.66126889946663,6.054854985832991
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909146861052053,4.0142099611936315,36.66643238551051,6.0552813630342985
"('Linear_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909146762475539,4.014415128801112,36.666472168935975,6.055284648052144
"('Linear_Regression', 'Ridge_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909146731927106,4.014188257594144,36.666484497646294,6.055285666064508
"('Linear_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909146628633819,4.014398543467612,36.66652618466339,6.055289108264228
"('Ridge_Regression', 'XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909146529646413,4.014598687818024,36.66656613391646,6.055292406970654
"('Ridge_Regression', 'XGBoost', 'CatBoost', 'MLP_Regressor')",0.9909146388930314,4.014580300530853,36.66662292399938,6.055297096262031
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909144559879903,4.010130679794606,36.667361090605745,6.055358048093089
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909144559849856,4.01012909157947,36.66736110273205,6.055358049094377
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909144525306968,4.010052082080171,36.66737504352133,6.055359200206156
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909143881069032,4.009647883284876,36.66763504451848,6.0553806688364755
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909136213396662,4.008775906374501,36.670729557198726,6.055636181046441
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909136027790334,4.008571132978539,36.67080446404221,6.055642365929663
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9909135389752386,4.008346642693171,36.67106196285373,6.055663626957307
"('XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909104596456116,4.015375724367051,36.68348949511813,6.056689648241697
"('XGBoost', 'Support_Vector_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909098418416451,4.015463545873859,36.68598282310073,6.0568954773135
"('XGBoost', 'KNN_Regressor', 'CatBoost', 'MLP_Regressor')",0.9909097461878086,4.015403607132321,36.686368862039174,6.056927344952982
"('XGBoost', 'CatBoost', 'MLP_Regressor')",0.990909471527085,4.015464018022449,36.68747733544647,6.0570188488600945
"('Linear_Regression', 'Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.990909463586977,4.00821522844866,36.687509380066786,6.0570214941063885
"('Lasso_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909094594566151,4.008306469518058,36.687526049345955,6.057022870135621
"('Linear_Regression', 'Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909094376999401,4.0083647562757365,36.687613854749436,6.057030118362417
"('Lasso_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909092593404875,4.007375261310506,36.68833367630841,6.057089538409384
"('Linear_Regression', 'Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909082349114907,4.006212940398396,36.692468058122586,6.057430813317027
"('Ridge_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909082340171221,4.006172939685805,36.69247166760765,6.0574311112556325
"('Linear_Regression', 'Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9909082031047768,4.005991802574907,36.6925964233874,6.057441408993355
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'KNN_Regressor', 'CatBoost')",0.9909067454407128,4.008523512348369,36.6984792515937,6.057926976416413
"('Random_Forest', 'XGBoost', 'KNN_Regressor', 'CatBoost')",0.9908955760014512,4.011713284940159,36.743556779372526,6.061646375315251
"('Random_Forest', 'XGBoost', 'Support_Vector_Regressor', 'CatBoost')",0.9908918843933143,4.009146193855908,36.7584553400289,6.062875171074274
